id_election;annee;type_election;tour;code_departement;libelle_departement;code_commune;libelle_commune;inscrits;abstentions;votants;nuls;exprimes;taux_participation;taux_abstention;taux_nuls_inscrits;taux_exprimes_inscrits
2019_euro_t1;2019;euro;1;69;Rhône;69291;Saint-Symphorien-D'Ozon;3987;1958;2029;24;1974;50.89;49.11;0.6;49.51
2019_euro_t1;2019;euro;1;69;Rhône;69292;Sathonay-Camp;3721;1959;1762;20;1711;47.35;52.65;0.54;45.98
2019_euro_t1;2019;euro;1;69;Rhône;69293;Sathonay-Village;1877;773;1104;7;1079;58.82;41.18;0.37;57.49
2019_euro_t1;2019;euro;1;69;Rhône;69294;Sérézin-Du-Rhône;1930;897;1033;14;990;53.52;46.48;0.73;51.3
2019_euro_t1;2019;euro;1;69;Rhône;69295;Simandres;1319;586;733;10;703;55.57;44.43;0.76;53.3
2019_euro_t1;2019;euro;1;69;Rhône;69296;Solaize;2173;1006;1167;11;1136;53.7;46.3;0.51;52.28
2019_euro_t1;2019;euro;1;69;Rhône;69297;Ternay;3715;1829;1886;16;1847;50.77;49.23;0.43;49.72
2019_euro_t1;2019;euro;1;69;Rhône;69298;Toussieu;2194;919;1275;20;1237;58.11;41.89;0.91;56.38
2019_euro_t1;2019;euro;1;69;Rhône;69299;Colombier-Saugnieu;1852;890;962;8;945;51.94;48.06;0.43;51.03
2022_legi_t1;2022;legi;1;69;Rhône;69001;Affoux;318;170;148;1;145;46.54;53.46;0.31;45.6
2022_legi_t1;2022;legi;1;69;Rhône;69002;Aigueperse;217;114;103;1;101;47.47;52.53;0.46;46.54
2022_legi_t1;2022;legi;1;69;Rhône;69003;Albigny-Sur-Saône;1880;969;911;1;904;48.46;51.54;0.05;48.09
2022_legi_t1;2022;legi;1;69;Rhône;69004;Alix;482;220;262;1;255;54.36;45.64;0.21;52.9
2022_legi_t1;2022;legi;1;69;Rhône;69005;Ambérieux;408;220;188;1;184;46.08;53.92;0.25;45.1
2022_legi_t1;2022;legi;1;69;Rhône;69006;Amplepuis;3518;1840;1678;11;1645;47.7;52.3;0.31;46.76
2022_legi_t1;2022;legi;1;69;Rhône;69007;Ampuis;2136;1042;1094;4;1072;51.22;48.78;0.19;50.19
2022_legi_t1;2022;legi;1;69;Rhône;69008;Ancy;499;191;308;1;300;61.72;38.28;0.2;60.12
2022_legi_t1;2022;legi;1;69;Rhône;69009;Anse;5100;2663;2437;10;2395;47.78;52.22;0.2;46.96
2022_legi_t1;2022;legi;1;69;Rhône;69010;L'Arbresle;4186;2053;2133;7;2106;50.96;49.04;0.17;50.31
2022_legi_t1;2022;legi;1;69;Rhône;69012;Les Ardillats;463;186;277;2;274;59.83;40.17;0.43;59.18
2022_legi_t1;2022;legi;1;69;Rhône;69013;Arnas;2870;1494;1376;9;1348;47.94;52.06;0.31;46.97
2022_legi_t1;2022;legi;1;69;Rhône;69014;Aveize;799;397;402;0;393;50.31;49.69;0.0;49.19
2022_legi_t1;2022;legi;1;69;Rhône;69016;Azolette;132;62;70;0;67;53.03;46.97;0.0;50.76
2022_legi_t1;2022;legi;1;69;Rhône;69017;Bagnols;591;259;332;0;328;56.18;43.82;0.0;55.5
2022_legi_t1;2022;legi;1;69;Rhône;69018;Beaujeu;1318;642;676;2;663;51.29;48.71;0.15;50.3
2022_legi_t1;2022;legi;1;69;Rhône;69019;Belleville-En-Beaujolais;8534;4960;3574;10;3525;41.88;58.12;0.12;41.31
2022_legi_t1;2022;legi;1;69;Rhône;69020;Belmont-D'Azergues;520;217;303;2;296;58.27;41.73;0.38;56.92
2022_legi_t1;2022;legi;1;69;Rhône;69021;Bessenay;1690;722;968;3;951;57.28;42.72;0.18;56.27
2022_legi_t1;2022;legi;1;69;Rhône;69022;Bibost;411;191;220;1;218;53.53;46.47;0.24;53.04
2022_legi_t1;2022;legi;1;69;Rhône;69023;Blacé;1200;556;644;3;633;53.67;46.33;0.25;52.75
2022_legi_t1;2022;legi;1;69;Rhône;69024;Val D'Oingt;3287;1482;1805;8;1777;54.91;45.09;0.24;54.06
2022_legi_t1;2022;legi;1;69;Rhône;69026;Le Breuil;372;186;186;0;184;50.0;50.0;0.0;49.46
2022_legi_t1;2022;legi;1;69;Rhône;69027;Brignais;9178;4785;4393;19;4326;47.86;52.14;0.21;47.13
2022_legi_t1;2022;legi;1;69;Rhône;69028;Brindas;4873;2251;2622;6;2586;53.81;46.19;0.12;53.07
2022_legi_t1;2022;legi;1;69;Rhône;69029;Bron;23550;13323;10227;49;10071;43.43;56.57;0.21;42.76
2022_legi_t1;2022;legi;1;69;Rhône;69030;Brullioles;655;322;333;1;328;50.84;49.16;0.15;50.08
2022_legi_t1;2022;legi;1;69;Rhône;69031;Brussieu;975;497;478;2;464;49.03;50.97;0.21;47.59
2022_legi_t1;2022;legi;1;69;Rhône;69032;Bully;1586;743;843;5;838;53.15;46.85;0.32;52.84
2022_legi_t1;2022;legi;1;69;Rhône;69033;Cailloux-Sur-Fontaines;2128;956;1172;3;1161;55.08;44.92;0.14;54.56
2022_legi_t1;2022;legi;1;69;Rhône;69034;Caluire-Et-Cuire;30611;13804;16807;36;16640;54.91;45.09;0.12;54.36
2022_legi_t1;2022;legi;1;69;Rhône;69035;Cenves;336;163;173;1;168;51.49;48.51;0.3;50.0
2022_legi_t1;2022;legi;1;69;Rhône;69036;Cercié;817;404;413;0;407;50.55;49.45;0.0;49.82
2022_legi_t1;2022;legi;1;69;Rhône;69037;Chambost-Allières;591;255;336;0;335;56.85;43.15;0.0;56.68
2022_legi_t1;2022;legi;1;69;Rhône;69038;Chambost-Longessaigne;700;298;402;2;390;57.43;42.57;0.29;55.71
2022_legi_t1;2022;legi;1;69;Rhône;69039;Chamelet;527;240;287;1;285;54.46;45.54;0.19;54.08
2022_legi_t1;2022;legi;1;69;Rhône;69040;Champagne-Au-Mont-D'Or;4104;1986;2118;11;2087;51.61;48.39;0.27;50.85
2022_legi_t1;2022;legi;1;69;Rhône;69042;La Chapelle-Sur-Coise;437;213;224;2;217;51.26;48.74;0.46;49.66
2022_legi_t1;2022;legi;1;69;Rhône;69043;Chaponost;6885;2839;4046;12;3994;58.77;41.23;0.17;58.01
2022_legi_t1;2022;legi;1;69;Rhône;69044;Charbonnières-Les-Bains;4344;1796;2548;5;2527;58.66;41.34;0.12;58.17
2022_legi_t1;2022;legi;1;69;Rhône;69045;Charentay;905;431;474;0;463;52.38;47.62;0.0;51.16
2022_legi_t1;2022;legi;1;69;Rhône;69046;Charly;3839;1661;2178;2;2160;56.73;43.27;0.05;56.26
2022_legi_t1;2022;legi;1;69;Rhône;69047;Charnay;713;298;415;2;407;58.2;41.8;0.28;57.08
2022_legi_t1;2022;legi;1;69;Rhône;69049;Chasselay;2322;1015;1307;1;1299;56.29;43.71;0.04;55.94
2022_legi_t1;2022;legi;1;69;Rhône;69050;Châtillon;1771;825;946;0;943;53.42;46.58;0.0;53.25
2022_legi_t1;2022;legi;1;69;Rhône;69051;Chaussan;878;347;531;1;521;60.48;39.52;0.11;59.34
2022_legi_t1;2022;legi;1;69;Rhône;69052;Chazay-D'Azergues;3453;1572;1881;0;1840;54.47;45.53;0.0;53.29
2022_legi_t1;2022;legi;1;69;Rhône;69053;Chénas;453;221;232;0;232;51.21;48.79;0.0;51.21
2022_legi_t1;2022;legi;1;69;Rhône;69054;Chénelette;296;131;165;0;161;55.74;44.26;0.0;54.39
2022_legi_t1;2022;legi;1;69;Rhône;69055;Les Chères;1091;541;550;0;542;50.41;49.59;0.0;49.68
2022_legi_t1;2022;legi;1;69;Rhône;69056;Chessy-Les-Mines;1462;712;750;4;739;51.3;48.7;0.27;50.55
2022_legi_t1;2022;legi;1;69;Rhône;69057;Chevinay;458;178;280;0;275;61.14;38.86;0.0;60.04
2022_legi_t1;2022;legi;1;69;Rhône;69058;Chiroubles;340;165;175;0;174;51.47;48.53;0.0;51.18
2022_legi_t1;2022;legi;1;69;Rhône;69059;Civrieux-D'Azergues;1186;582;604;1;600;50.93;49.07;0.08;50.59
2022_legi_t1;2022;legi;1;69;Rhône;69060;Claveisolles;455;153;302;0;300;66.37;33.63;0.0;65.93
2022_legi_t1;2022;legi;1;69;Rhône;69061;Cogny;939;430;509;1;502;54.21;45.79;0.11;53.46
2022_legi_t1;2022;legi;1;69;Rhône;69062;Coise;639;290;349;2;342;54.62;45.38;0.31;53.52
2022_legi_t1;2022;legi;1;69;Rhône;69063;Collonges-Au-Mont-D'Or;3445;1574;1871;3;1854;54.31;45.69;0.09;53.82
2022_legi_t1;2022;legi;1;69;Rhône;69064;Condrieu;2768;1290;1478;10;1436;53.4;46.6;0.36;51.88
2022_legi_t1;2022;legi;1;69;Rhône;69065;Corcelles-En-Beaujolais;701;367;334;2;330;47.65;52.35;0.29;47.08
2022_legi_t1;2022;legi;1;69;Rhône;69066;Cours;3141;1591;1550;8;1512;49.35;50.65;0.25;48.14
2022_legi_t1;2022;legi;1;69;Rhône;69067;Courzieu;926;472;454;3;447;49.03;50.97;0.32;48.27
2022_legi_t1;2022;legi;1;69;Rhône;69068;Couzon-Au-Mont-D'Or;1853;864;989;2;976;53.37;46.63;0.11;52.67
2022_legi_t1;2022;legi;1;69;Rhône;69069;Craponne;8626;4184;4442;13;4376;51.5;48.5;0.15;50.73
2022_legi_t1;2022;legi;1;69;Rhône;69070;Cublize;922;437;485;1;479;52.6;47.4;0.11;51.95
2022_legi_t1;2022;legi;1;69;Rhône;69071;Curis-Au-Mont-D'Or;888;367;521;1;515;58.67;41.33;0.11;58.0
2022_legi_t1;2022;legi;1;69;Rhône;69072;Dardilly;6773;3138;3635;3;3611;53.67;46.33;0.04;53.31
2022_legi_t1;2022;legi;1;69;Rhône;69074;Denicé;1157;516;641;0;633;55.4;44.6;0.0;54.71
2022_legi_t1;2022;legi;1;69;Rhône;69075;Dième;130;43;87;0;85;66.92;33.08;0.0;65.38
2022_legi_t1;2022;legi;1;69;Rhône;69076;Dommartin;2295;944;1351;3;1338;58.87;41.13;0.13;58.3
2022_legi_t1;2022;legi;1;69;Rhône;69077;Dracé;829;440;389;1;381;46.92;53.08;0.12;45.96
2022_legi_t1;2022;legi;1;69;Rhône;69078;Duerne;583;243;340;0;336;58.32;41.68;0.0;57.63
2022_legi_t1;2022;legi;1;69;Rhône;69080;Echalas;1361;631;730;4;715;53.64;46.36;0.29;52.53
2022_legi_t1;2022;legi;1;69;Rhône;69081;Ecully;12017;5571;6446;16;6380;53.64;46.36;0.13;53.09
2022_legi_t1;2022;legi;1;69;Rhône;69082;Emeringes;198;70;128;0;127;64.65;35.35;0.0;64.14
2022_legi_t1;2022;legi;1;69;Rhône;69083;Eveux;881;343;538;1;534;61.07;38.93;0.11;60.61
2022_legi_t1;2022;legi;1;69;Rhône;69084;Fleurie;986;445;541;3;534;54.87;45.13;0.3;54.16
2022_legi_t1;2022;legi;1;69;Rhône;69085;Fleurieu-Sur-Saône;1084;483;601;1;591;55.44;44.56;0.09;54.52
2022_legi_t1;2022;legi;1;69;Rhône;69086;Fleurieux-Sur-L'Arbresle;1931;833;1098;5;1082;56.86;43.14;0.26;56.03
2022_legi_t1;2022;legi;1;69;Rhône;69087;Fontaines-Saint-Martin;2365;1013;1352;1;1344;57.17;42.83;0.04;56.83
2022_legi_t1;2022;legi;1;69;Rhône;69088;Fontaines-Sur-Saône;5045;2623;2422;5;2391;48.01;51.99;0.1;47.39
2022_legi_t1;2022;legi;1;69;Rhône;69089;Francheville;10057;4489;5568;12;5511;55.36;44.64;0.12;54.8
2022_legi_t1;2022;legi;1;69;Rhône;69090;Frontenas;706;344;362;0;355;51.27;48.73;0.0;50.28
2022_legi_t1;2022;legi;1;69;Rhône;69091;Givors;11292;7615;3677;20;3601;32.56;67.44;0.18;31.89
2022_legi_t1;2022;legi;1;69;Rhône;69092;Gleizé;5729;3091;2638;11;2598;46.05;53.95;0.19;45.35
2022_legi_t1;2022;legi;1;69;Rhône;69093;Grandris;815;395;420;1;411;51.53;48.47;0.12;50.43
2022_legi_t1;2022;legi;1;69;Rhône;69094;Grézieu-La-Varenne;4442;2250;2192;9;2162;49.35;50.65;0.2;48.67
2022_legi_t1;2022;legi;1;69;Rhône;69095;Grézieu-Le-Marché;634;281;353;1;345;55.68;44.32;0.16;54.42
2022_legi_t1;2022;legi;1;69;Rhône;69096;Grigny;5809;3418;2391;12;2345;41.16;58.84;0.21;40.37
2022_legi_t1;2022;legi;1;69;Rhône;69097;Les Haies;649;313;336;1;331;51.77;48.23;0.15;51.0
2022_legi_t1;2022;legi;1;69;Rhône;69098;Les Halles;351;195;156;0;155;44.44;55.56;0.0;44.16
2022_legi_t1;2022;legi;1;69;Rhône;69099;Haute-Rivoire;992;499;493;2;475;49.7;50.3;0.2;47.88
2022_legi_t1;2022;legi;1;69;Rhône;69100;Irigny;6388;3002;3386;7;3352;53.01;46.99;0.11;52.47
2022_legi_t1;2022;legi;1;69;Rhône;69102;Joux;572;271;301;3;294;52.62;47.38;0.52;51.4
2022_legi_t1;2022;legi;1;69;Rhône;69103;Juliénas;689;304;385;7;370;55.88;44.12;1.02;53.7
2022_legi_t1;2022;legi;1;69;Rhône;69104;Jullié;326;130;196;3;188;60.12;39.88;0.92;57.67
2022_legi_t1;2022;legi;1;69;Rhône;69105;Lacenas;826;362;464;1;457;56.17;43.83;0.12;55.33
2022_legi_t1;2022;legi;1;69;Rhône;69106;Lachassagne;946;357;589;2;577;62.26;37.74;0.21;60.99
2022_legi_t1;2022;legi;1;69;Rhône;69107;Lamure-Sur-Azergues;758;343;415;1;409;54.75;45.25;0.13;53.96
2022_legi_t1;2022;legi;1;69;Rhône;69108;Lancié;758;347;411;1;407;54.22;45.78;0.13;53.69
2022_legi_t1;2022;legi;1;69;Rhône;69109;Lantignié;698;372;326;2;320;46.7;53.3;0.29;45.85
2022_legi_t1;2022;legi;1;69;Rhône;69110;Larajasse;1450;754;696;4;686;48.0;52.0;0.28;47.31
2022_legi_t1;2022;legi;1;69;Rhône;69111;Légny;505;226;279;0;274;55.25;44.75;0.0;54.26
2022_legi_t1;2022;legi;1;69;Rhône;69112;Lentilly;5092;2372;2720;5;2688;53.42;46.58;0.1;52.79
2022_legi_t1;2022;legi;1;69;Rhône;69113;Létra;624;271;353;2;350;56.57;43.43;0.32;56.09
2022_legi_t1;2022;legi;1;69;Rhône;69115;Limas;3397;1661;1736;6;1713;51.1;48.9;0.18;50.43
2022_legi_t1;2022;legi;1;69;Rhône;69116;Limonest;2760;1128;1632;4;1616;59.13;40.87;0.14;58.55
2022_legi_t1;2022;legi;1;69;Rhône;69117;Lissieu;2573;1192;1381;1;1371;53.67;46.33;0.04;53.28
2022_legi_t1;2022;legi;1;69;Rhône;69118;Loire-Sur-Rhône;1969;1005;964;8;943;48.96;51.04;0.41;47.89
2022_legi_t1;2022;legi;1;69;Rhône;69119;Longes;683;289;394;3;386;57.69;42.31;0.44;56.52
2022_legi_t1;2022;legi;1;69;Rhône;69120;Longessaigne;433;210;223;1;219;51.5;48.5;0.23;50.58
2022_legi_t1;2022;legi;1;69;Rhône;69121;Lozanne;2183;1080;1103;2;1086;50.53;49.47;0.09;49.75
2022_legi_t1;2022;legi;1;69;Rhône;69122;Lucenay;1599;779;820;1;813;51.28;48.72;0.06;50.84
2022_legi_t1;2022;legi;1;69;Rhône;69123;Lyon;297471;126390;171081;487;169183;57.51;42.49;0.16;56.87
2022_legi_t1;2022;legi;1;69;Rhône;69124;Marchampt;390;162;228;0;225;58.46;41.54;0.0;57.69
2022_legi_t1;2022;legi;1;69;Rhône;69125;Marcilly-D'Azergues;785;375;410;0;407;52.23;47.77;0.0;51.85
2022_legi_t1;2022;legi;1;69;Rhône;69126;Marcy;671;254;417;0;411;62.15;37.85;0.0;61.25
2022_legi_t1;2022;legi;1;69;Rhône;69127;Marcy-L'Etoile;2396;1081;1315;2;1295;54.88;45.12;0.08;54.05
2022_legi_t1;2022;legi;1;69;Rhône;69130;Meaux-La-Montagne;195;81;114;0;112;58.46;41.54;0.0;57.44
2022_legi_t1;2022;legi;1;69;Rhône;69131;Messimy;2756;1309;1447;3;1423;52.5;47.5;0.11;51.63
2022_legi_t1;2022;legi;1;69;Rhône;69132;Meys;612;306;306;0;300;50.0;50.0;0.0;49.02
2022_legi_t1;2022;legi;1;69;Rhône;69133;Millery;3311;1548;1763;3;1741;53.25;46.75;0.09;52.58
2022_legi_t1;2022;legi;1;69;Rhône;69134;Moiré;196;80;116;0;116;59.18;40.82;0.0;59.18
2022_legi_t1;2022;legi;1;69;Rhône;69135;Deux-Grosnes;1360;644;716;1;710;52.65;47.35;0.07;52.21
2022_legi_t1;2022;legi;1;69;Rhône;69136;Montagny;2238;1147;1091;4;1076;48.75;51.25;0.18;48.08
2022_legi_t1;2022;legi;1;69;Rhône;69137;Montmelas-Saint-Sorlin;321;125;196;0;194;61.06;38.94;0.0;60.44
2022_legi_t1;2022;legi;1;69;Rhône;69138;Montromant;350;144;206;1;205;58.86;41.14;0.29;58.57
2022_legi_t1;2022;legi;1;69;Rhône;69139;Montrottier;1081;530;551;5;539;50.97;49.03;0.46;49.86
2022_legi_t1;2022;legi;1;69;Rhône;69140;Morancé;1805;813;992;14;975;54.96;45.04;0.78;54.02
2022_legi_t1;2022;legi;1;69;Rhône;69141;Mornant;4832;2187;2645;3;2620;54.74;45.26;0.06;54.22
2022_legi_t1;2022;legi;1;69;Rhône;69142;La Mulatière;3867;1965;1902;3;1883;49.19;50.81;0.08;48.69
2022_legi_t1;2022;legi;1;69;Rhône;69143;Neuville-Sur-Saône;5214;2808;2406;10;2369;46.14;53.86;0.19;45.44
2022_legi_t1;2022;legi;1;69;Rhône;69145;Odenas;631;285;346;0;343;54.83;45.17;0.0;54.36
2022_legi_t1;2022;legi;1;69;Rhône;69148;Orliénas;1991;877;1114;3;1093;55.95;44.05;0.15;54.9
2022_legi_t1;2022;legi;1;69;Rhône;69149;Oullins;17037;8011;9026;33;8894;52.98;47.02;0.19;52.2
2022_legi_t1;2022;legi;1;69;Rhône;69151;Le Perréon;1093;506;587;1;583;53.71;46.29;0.09;53.34
2022_legi_t1;2022;legi;1;69;Rhône;69152;Pierre-Bénite;6432;3730;2702;15;2662;42.01;57.99;0.23;41.39
2022_legi_t1;2022;legi;1;69;Rhône;69153;Poleymieux-Au-Mont-D'Or;835;317;518;1;515;62.04;37.96;0.12;61.68
2022_legi_t1;2022;legi;1;69;Rhône;69154;Pollionnay;1806;826;980;4;959;54.26;45.74;0.22;53.1
2022_legi_t1;2022;legi;1;69;Rhône;69155;Pomeys;933;434;499;0;490;53.48;46.52;0.0;52.52
2022_legi_t1;2022;legi;1;69;Rhône;69156;Pommiers;2031;886;1145;2;1126;56.38;43.62;0.1;55.44
2022_legi_t1;2022;legi;1;69;Rhône;69157;Vindry-Sur-Turdine;3952;1978;1974;11;1937;49.95;50.05;0.28;49.01
2022_legi_t1;2022;legi;1;69;Rhône;69159;Porte Des Pierres Dorées;3060;1493;1567;3;1547;51.21;48.79;0.1;50.56
2022_legi_t1;2022;legi;1;69;Rhône;69160;Poule-Les-Echarmeaux;849;399;450;5;439;53.0;47.0;0.59;51.71
2022_legi_t1;2022;legi;1;69;Rhône;69161;Propières;406;200;206;1;200;50.74;49.26;0.25;49.26
2022_legi_t1;2022;legi;1;69;Rhône;69162;Quincié-En-Beaujolais;1045;497;548;1;535;52.44;47.56;0.1;51.2
2022_legi_t1;2022;legi;1;69;Rhône;69163;Quincieux;2589;1222;1367;6;1340;52.8;47.2;0.23;51.76
2022_legi_t1;2022;legi;1;69;Rhône;69164;Ranchal;281;129;152;1;144;54.09;45.91;0.36;51.25
2022_legi_t1;2022;legi;1;69;Rhône;69165;Régnié-Durette;807;356;451;0;442;55.89;44.11;0.0;54.77
2022_legi_t1;2022;legi;1;69;Rhône;69166;Riverie;189;69;120;0;120;63.49;36.51;0.0;63.49
2022_legi_t1;2022;legi;1;69;Rhône;69167;Rivolet;459;173;286;0;284;62.31;37.69;0.0;61.87
2022_legi_t1;2022;legi;1;69;Rhône;69168;Rochetaillée-Sur-Saône;984;435;549;1;546;55.79;44.21;0.1;55.49
2022_legi_t1;2022;legi;1;69;Rhône;69169;Ronno;542;241;301;1;295;55.54;44.46;0.18;54.43
2022_legi_t1;2022;legi;1;69;Rhône;69170;Rontalon;886;398;488;1;480;55.08;44.92;0.11;54.18
2022_legi_t1;2022;legi;1;69;Rhône;69171;Sain-Bel;1710;869;841;2;832;49.18;50.82;0.12;48.65
2022_legi_t1;2022;legi;1;69;Rhône;69172;Salles-Arbuissonnas-En-Beaujolais;615;298;317;1;315;51.54;48.46;0.16;51.22
2022_legi_t1;2022;legi;1;69;Rhône;69173;Sarcey;760;346;414;1;408;54.47;45.53;0.13;53.68
2022_legi_t1;2022;legi;1;69;Rhône;69174;Les Sauvages;495;218;277;2;271;55.96;44.04;0.4;54.75
2022_legi_t1;2022;legi;1;69;Rhône;69175;Savigny;1570;658;912;3;895;58.09;41.91;0.19;57.01
2022_legi_t1;2022;legi;1;69;Rhône;69176;Soucieu-En-Jarrest;3397;1666;1731;7;1703;50.96;49.04;0.21;50.13
2022_legi_t1;2022;legi;1;69;Rhône;69177;Sourcieux-Les-Mines;1572;691;881;1;871;56.04;43.96;0.06;55.41
2022_legi_t1;2022;legi;1;69;Rhône;69178;Souzy;537;272;265;2;257;49.35;50.65;0.37;47.86
2022_legi_t1;2022;legi;1;69;Rhône;69179;Beauvallon;3102;1490;1612;5;1583;51.97;48.03;0.16;51.03
2022_legi_t1;2022;legi;1;69;Rhône;69180;Saint-André-La-Côte;218;80;138;1;136;63.3;36.7;0.46;62.39
2022_legi_t1;2022;legi;1;69;Rhône;69181;Saint-Appolinaire;150;59;91;0;88;60.67;39.33;0.0;58.67
2022_legi_t1;2022;legi;1;69;Rhône;69182;Saint-Bonnet-Des-Bruyères;327;158;169;1;167;51.68;48.32;0.31;51.07
2022_legi_t1;2022;legi;1;69;Rhône;69183;Saint-Bonnet-Le-Troncy;237;92;145;1;142;61.18;38.82;0.42;59.92
2022_legi_t1;2022;legi;1;69;Rhône;69184;Sainte-Catherine;730;326;404;1;396;55.34;44.66;0.14;54.25
2022_legi_t1;2022;legi;1;69;Rhône;69186;Saint-Clément-De-Vers;193;78;115;1;112;59.59;40.41;0.52;58.03
2022_legi_t1;2022;legi;1;69;Rhône;69187;Saint-Clément-Les-Places;495;246;249;5;241;50.3;49.7;1.01;48.69
2022_legi_t1;2022;legi;1;69;Rhône;69188;Saint-Clément-Sous-Valsonne;583;277;306;3;301;52.49;47.51;0.51;51.63
2022_legi_t1;2022;legi;1;69;Rhône;69189;Sainte-Colombe;1549;761;788;3;774;50.87;49.13;0.19;49.97
2022_legi_t1;2022;legi;1;69;Rhône;69190;Sainte-Consorce;1646;788;858;2;850;52.13;47.87;0.12;51.64
2022_legi_t1;2022;legi;1;69;Rhône;69191;Saint-Cyr-Au-Mont-D'Or;4981;2111;2870;3;2851;57.62;42.38;0.06;57.24
2022_legi_t1;2022;legi;1;69;Rhône;69192;Saint-Cyr-Le-Chatoux;131;27;104;0;103;79.39;20.61;0.0;78.63
2022_legi_t1;2022;legi;1;69;Rhône;69193;Saint-Cyr-Sur-Le-Rhône;1093;542;551;1;545;50.41;49.59;0.09;49.86
2022_legi_t1;2022;legi;1;69;Rhône;69194;Saint-Didier-Au-Mont-D'Or;5921;2488;3433;10;3406;57.98;42.02;0.17;57.52
2022_legi_t1;2022;legi;1;69;Rhône;69196;Saint-Didier-Sur-Beaujeu;468;229;239;0;237;51.07;48.93;0.0;50.64
2022_legi_t1;2022;legi;1;69;Rhône;69197;Saint-Etienne-Des-Oullières;1748;924;824;2;811;47.14;52.86;0.11;46.4
2022_legi_t1;2022;legi;1;69;Rhône;69198;Saint-Etienne-La-Varenne;612;274;338;2;331;55.23;44.77;0.33;54.08
2022_legi_t1;2022;legi;1;69;Rhône;69199;Saint-Fons;8658;6119;2539;14;2492;29.33;70.67;0.16;28.78
2022_legi_t1;2022;legi;1;69;Rhône;69200;Saint-Forgeux;1204;577;627;4;618;52.08;47.92;0.33;51.33
2022_legi_t1;2022;legi;1;69;Rhône;69201;Sainte-Foy-L'Argentière;929;534;395;0;390;42.52;57.48;0.0;41.98
2022_legi_t1;2022;legi;1;69;Rhône;69202;Sainte-Foy-Lès-Lyon;15836;6471;9365;28;9269;59.14;40.86;0.18;58.53
2022_legi_t1;2022;legi;1;69;Rhône;69203;Saint-Genis-L'Argentière;763;385;378;0;373;49.54;50.46;0.0;48.89
2022_legi_t1;2022;legi;1;69;Rhône;69204;Saint-Genis-Laval;14829;6720;8109;21;7993;54.68;45.32;0.14;53.9
2022_legi_t1;2022;legi;1;69;Rhône;69205;Saint-Genis-Les-Ollières;3838;1666;2172;5;2136;56.59;43.41;0.13;55.65
2022_legi_t1;2022;legi;1;69;Rhône;69206;Saint-Georges-De-Reneins;3399;1839;1560;4;1544;45.9;54.1;0.12;45.43
2022_legi_t1;2022;legi;1;69;Rhône;69207;Saint-Germain-Au-Mont-D'Or;2189;1003;1186;7;1169;54.18;45.82;0.32;53.4
2022_legi_t1;2022;legi;1;69;Rhône;69208;Saint-Germain-Nuelles;1769;789;980;1;968;55.4;44.6;0.06;54.72
2022_legi_t1;2022;legi;1;69;Rhône;69209;Saint-Igny-De-Vers;484;219;265;0;265;54.75;45.25;0.0;54.75
2022_legi_t1;2022;legi;1;69;Rhône;69212;Saint-Jean-Des-Vignes;387;172;215;0;207;55.56;44.44;0.0;53.49
2022_legi_t1;2022;legi;1;69;Rhône;69214;Saint-Jean-La-Bussière;913;438;475;10;465;52.03;47.97;1.1;50.93
2022_legi_t1;2022;legi;1;69;Rhône;69215;Saint-Julien;702;316;386;0;380;54.99;45.01;0.0;54.13
2022_legi_t1;2022;legi;1;69;Rhône;69216;Saint-Julien-Sur-Bibost;433;205;228;1;224;52.66;47.34;0.23;51.73
2022_legi_t1;2022;legi;1;69;Rhône;69217;Saint-Just-D'Avray;611;254;357;0;353;58.43;41.57;0.0;57.77
2022_legi_t1;2022;legi;1;69;Rhône;69218;Saint-Lager;783;422;361;3;355;46.1;53.9;0.38;45.34
2022_legi_t1;2022;legi;1;69;Rhône;69219;Saint-Laurent-D'Agny;1837;850;987;2;973;53.73;46.27;0.11;52.97
2022_legi_t1;2022;legi;1;69;Rhône;69220;Saint-Laurent-De-Chamousset;1411;709;702;3;683;49.75;50.25;0.21;48.41
2022_legi_t1;2022;legi;1;69;Rhône;69225;Saint-Marcel-L'Eclairé;463;223;240;5;234;51.84;48.16;1.08;50.54
2022_legi_t1;2022;legi;1;69;Rhône;69227;Saint-Martin-En-Haut;3173;1533;1640;6;1615;51.69;48.31;0.19;50.9
2022_legi_t1;2022;legi;1;69;Rhône;69228;Chabanière;3312;1566;1746;5;1715;52.72;47.28;0.15;51.78
2022_legi_t1;2022;legi;1;69;Rhône;69229;Saint-Nizier-D'Azergues;547;209;338;3;328;61.79;38.21;0.55;59.96
2022_legi_t1;2022;legi;1;69;Rhône;69230;Sainte-Paule;274;139;135;0;131;49.27;50.73;0.0;47.81
2022_legi_t1;2022;legi;1;69;Rhône;69231;Saint-Pierre-La-Palud;2124;1072;1052;3;1034;49.53;50.47;0.14;48.68
2022_legi_t1;2022;legi;1;69;Rhône;69233;Saint-Romain-Au-Mont-D'Or;962;426;536;2;532;55.72;44.28;0.21;55.3
2022_legi_t1;2022;legi;1;69;Rhône;69234;Saint-Romain-De-Popey;1285;564;721;1;713;56.11;43.89;0.08;55.49
2022_legi_t1;2022;legi;1;69;Rhône;69235;Saint-Romain-En-Gal;1372;648;724;2;711;52.77;47.23;0.15;51.82
2022_legi_t1;2022;legi;1;69;Rhône;69236;Saint-Romain-En-Gier;413;235;178;0;175;43.1;56.9;0.0;42.37
