id_election;annee;type_election;tour;code_commune;libelle_commune;nom;nuance;parti_politique;famille_politique;voix;ratio_voix_inscrits;ratio_voix_exprimes
2019_euro_t1;2019;euro;1;69005;Ambérieux;PARTI ANIMALISTE;LECO;Parti Animaliste;Ecologie;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;PARTI FED. EUROPÉEN;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;PARTI PIRATE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;POUR L'EUROPE DES GENS;LFG;Front de Gauche / NUPES;Gauche radicale;4;1.05;1.92
2019_euro_t1;2019;euro;1;69005;Ambérieux;PRENEZ LE POUVOIR;LDVG;Divers gauche;Gauche;81;21.32;38.94
2019_euro_t1;2019;euro;1;69005;Ambérieux;RENAISSANCE;LENS;Ensemble (Renaissance / LREM);Centre;38;10.0;18.27
2019_euro_t1;2019;euro;1;69005;Ambérieux;RÉVOLUTIONNAIRE;LEXG;Extreme gauche;Extreme gauche;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;UDLEF;LDVD;Divers droite;Droite;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;UNE FRANCE ROYALE;LEXD;Extreme droite;Extreme droite;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;UNION DROITE-CENTRE;LDVD;Divers droite;Droite;27;7.11;12.98
2019_euro_t1;2019;euro;1;69005;Ambérieux;URGENCE ÉCOLOGIE;LECO;Europe Ecologie Les Verts;Ecologie;2;0.53;0.96
2019_euro_t1;2019;euro;1;69005;Ambérieux;À VOIX ÉGALES;LDVG;Divers gauche;Gauche;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;ÉVOLUTION CITOYENNE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;ALLIANCE JAUNE;LDIV;Gilets Jaunes;Divers;5;0.14;0.3
2019_euro_t1;2019;euro;1;69006;Amplepuis;ALLONS ENFANTS;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;DEBOUT LA FRANCE;LDLF;Debout la France;Droite souverainiste;76;2.2;4.53
2019_euro_t1;2019;euro;1;69006;Amplepuis;DÉCROISSANCE 2019;LECO;Decroissance;Ecologie;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;DÉMOCRATIE REPRÉSENTATIVE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69006;Amplepuis;ENSEMBLE PATRIOTES;LDLF;Patriotes;Droite souverainiste;25;0.72;1.49
2019_euro_t1;2019;euro;1;69006;Amplepuis;ENSEMBLE POUR LE FREXIT;LDLF;Souverainiste;Droite souverainiste;16;0.46;0.95
2019_euro_t1;2019;euro;1;69006;Amplepuis;ENVIE D'EUROPE;LSOC;Parti Socialiste;Gauche;67;1.94;3.99
2019_euro_t1;2019;euro;1;69006;Amplepuis;ESPERANTO;LDIV;Divers;Divers;2;0.06;0.12
